label,checkpoint,layer,active_top1,active_top2,top1_eff_num,top2_eff_num,top1_dominant_expert,top1_dominant_frac,top2_dominant_expert,top2_dominant_frac,expert_entropy_length_corr,shortest_experts,longest_experts,shortest_mean_entropy,longest_mean_entropy,shortest_mean_length,longest_mean_length,top1_counts,top2_counts,expert_count,expert_mean_entropy,expert_mean_length
phaseA_3k_0000003000,/data1/pengfeigao/BP-MoE/blt1b_warmstart/natural_granularity_A3k_B47k_6gpu_c00000_c00005/phaseA_3k/checkpoints/0000003000,15,2,4,1.991469903431136,2.6934493950812852,4,0.5461956521739131,5,0.5,-1.0,4,5,2.847921133041382,0.9794483184814453,7.421463966369629,9.798117637634277,"[0, 0, 0, 0, 1407, 1169, 0, 0]","[0, 0, 0, 0, 1897, 2576, 9, 670]","[0, 0, 0, 0, 1407, 1169, 0, 0]","[None, None, None, None, 2.847921133041382, 0.9794483184814453, None, None]","[None, None, None, None, 7.421463966369629, 9.798117637634277, None, None]"
phaseA_3k_0000003000,/data1/pengfeigao/BP-MoE/blt1b_warmstart/natural_granularity_A3k_B47k_6gpu_c00000_c00005/phaseA_3k/checkpoints/0000003000,16,4,4,2.427515205227893,3.884283471431176,6,0.5741459627329193,1,0.31327639751552794,-0.3847217913830023,6,3,2.8266732692718506,1.3541666269302368,7.764705657958984,15.833333015441895,"[0, 181, 0, 6, 0, 0, 1479, 910]","[0, 1614, 0, 874, 0, 0, 1552, 1112]","[0, 181, 0, 6, 0, 0, 1479, 910]","[None, 1.7513811588287354, None, 1.3541666269302368, None, None, 2.8266732692718506, 0.7101374268531799]","[None, 13.187845230102539, None, 15.833333015441895, None, None, 7.764705657958984, 8.714285850524902]"
phaseA_3k_0000003000,/data1/pengfeigao/BP-MoE/blt1b_warmstart/natural_granularity_A3k_B47k_6gpu_c00000_c00005/phaseA_3k/checkpoints/0000003000,17,1,2,1.0,2.0,3,1.0,3,0.5,,3,3,2.0,2.0,8.5,8.5,"[0, 0, 0, 2576, 0, 0, 0, 0]","[0, 0, 0, 2576, 0, 0, 0, 2576]","[0, 0, 0, 2576, 0, 0, 0, 0]","[None, None, None, 2.0, None, None, None, None]","[None, None, None, 8.5, None, None, None, None]"
phaseA_3k_0000003000,/data1/pengfeigao/BP-MoE/blt1b_warmstart/natural_granularity_A3k_B47k_6gpu_c00000_c00005/phaseA_3k/checkpoints/0000003000,18,2,4,1.6779203603908663,2.7102218898666974,5,0.7872670807453416,0,0.45710403726708076,-1.0000000000000002,5,0,2.3912596702575684,0.5520529747009277,7.81114387512207,11.049269676208496,"[548, 0, 0, 0, 0, 2028, 0, 0]","[2355, 0, 246, 221, 0, 2330, 0, 0]","[548, 0, 0, 0, 0, 2028, 0, 0]","[0.5520529747009277, None, None, None, None, 2.3912596702575684, None, None]","[11.049269676208496, None, None, None, None, 7.81114387512207, None, None]"
phaseA_3k_0000003000,/data1/pengfeigao/BP-MoE/blt1b_warmstart/natural_granularity_A3k_B47k_6gpu_c00000_c00005/phaseA_3k/checkpoints/0000003000,19,1,3,1.0,2.823726530128246,2,1.0,2,0.5,,2,2,2.0,2.0,8.5,8.5,"[0, 0, 2576, 0, 0, 0, 0, 0]","[1393, 1183, 2576, 0, 0, 0, 0, 0]","[0, 0, 2576, 0, 0, 0, 0, 0]","[None, None, 2.0, None, None, None, None, None]","[None, None, 8.5, None, None, None, None, None]"
phaseA_3k_0000003000,/data1/pengfeigao/BP-MoE/blt1b_warmstart/natural_granularity_A3k_B47k_6gpu_c00000_c00005/phaseA_3k/checkpoints/0000003000,20,1,2,1.0,2.0,2,1.0,0,0.5,,2,2,2.0,2.0,8.5,8.5,"[0, 0, 2576, 0, 0, 0, 0, 0]","[2576, 0, 2576, 0, 0, 0, 0, 0]","[0, 0, 2576, 0, 0, 0, 0, 0]","[None, None, 2.0, None, None, None, None, None]","[None, None, 8.5, None, None, None, None, None]"
phaseA_3k_0000003000,/data1/pengfeigao/BP-MoE/blt1b_warmstart/natural_granularity_A3k_B47k_6gpu_c00000_c00005/phaseA_3k/checkpoints/0000003000,21,1,3,1.0,2.1447232791777324,5,1.0,5,0.5,,5,5,2.0,2.0,8.5,8.5,"[0, 0, 0, 0, 0, 2576, 0, 0]","[0, 0, 81, 2495, 0, 2576, 0, 0]","[0, 0, 0, 0, 0, 2576, 0, 0]","[None, None, None, None, None, 2.0, None, None]","[None, None, None, None, None, 8.5, None, None]"
phaseA_3k_0000003000,/data1/pengfeigao/BP-MoE/blt1b_warmstart/natural_granularity_A3k_B47k_6gpu_c00000_c00005/phaseA_3k/checkpoints/0000003000,22,2,2,1.9860891635028324,2.0,3,0.5590062111801242,3,0.5,-0.9999999999999998,3,5,2.8493056297302246,0.92341548204422,7.684027671813965,9.534331321716309,"[0, 0, 0, 1440, 0, 1136, 0, 0]","[0, 0, 0, 2576, 0, 2576, 0, 0]","[0, 0, 0, 1440, 0, 1136, 0, 0]","[None, None, None, 2.8493056297302246, None, 0.92341548204422, None, None]","[None, None, None, 7.684027671813965, None, 9.534331321716309, None, None]"
phaseA_3k_0000003000,/data1/pengfeigao/BP-MoE/blt1b_warmstart/natural_granularity_A3k_B47k_6gpu_c00000_c00005/phaseA_3k/checkpoints/0000003000,23,1,2,1.0,2.0,1,1.0,1,0.5,,1,1,2.0,2.0,8.5,8.5,"[0, 2576, 0, 0, 0, 0, 0, 0]","[0, 2576, 0, 2576, 0, 0, 0, 0]","[0, 2576, 0, 0, 0, 0, 0, 0]","[None, 2.0, None, None, None, None, None, None]","[None, 8.5, None, None, None, None, None, None]"
phaseA_3k_0000003000,/data1/pengfeigao/BP-MoE/blt1b_warmstart/natural_granularity_A3k_B47k_6gpu_c00000_c00005/phaseA_3k/checkpoints/0000003000,24,2,2,1.9171478648787441,2.0,2,0.6444099378881988,2,0.5,-1.0000000000000002,2,6,2.715451717376709,0.7034388184547424,8.449398040771484,8.591703414916992,"[0, 0, 1660, 0, 0, 0, 916, 0]","[0, 0, 2576, 0, 0, 0, 2576, 0]","[0, 0, 1660, 0, 0, 0, 916, 0]","[None, None, 2.715451717376709, None, None, None, 0.7034388184547424, None]","[None, None, 8.449398040771484, None, None, None, 8.591703414916992, None]"
