tag,layer,raw_length,log1p_length,entropy,top1,top2_a,top2_b,top2_same_pair,logits_json
natural_granularity_AC1_total20k,0,2.0,1.0986123085021973,0.6500000357627869,0,0,6,0,"[-0.005236709490418434, -0.12696392834186554, -0.06698476523160934, -0.06207263842225075, -0.11421333998441696, -0.060911789536476135, -0.032939422875642776, -0.10742364078760147]"
natural_granularity_AC1_total20k,0,2.0,1.0986123085021973,0.699999988079071,0,0,6,0,"[-0.0053847720846533775, -0.132892444729805, -0.0689556822180748, -0.06311504542827606, -0.11944017559289932, -0.06198469549417496, -0.03345479443669319, -0.112077496945858]"
natural_granularity_AC1_total20k,0,2.0,1.0986123085021973,0.75,0,0,6,0,"[-0.0055328356102108955, -0.13882096111774445, -0.07092660665512085, -0.06415745615959167, -0.12466701865196228, -0.06305759400129318, -0.03397016227245331, -0.11673135310411453]"
natural_granularity_AC1_total20k,0,2.0,1.0986123085021973,0.800000011920929,0,0,6,0,"[-0.005680898204445839, -0.1447494775056839, -0.0728975310921669, -0.06519986689090729, -0.12989386916160583, -0.064130499958992, -0.03448553383350372, -0.12138520926237106]"
natural_granularity_AC1_total20k,0,2.0,1.0986123085021973,0.8500000238418579,0,0,6,0,"[-0.005828960798680782, -0.15067799389362335, -0.07486844807863235, -0.0662422776222229, -0.1351207196712494, -0.06520339846611023, -0.03500090539455414, -0.1260390728712082]"
natural_granularity_AC1_total20k,0,2.0,1.0986123085021973,0.9000000357627869,0,0,6,0,"[-0.0059770243242383, -0.1566065102815628, -0.0768393725156784, -0.06728468835353851, -0.14034755527973175, -0.06627630442380905, -0.03551627695560455, -0.13069292902946472]"
natural_granularity_AC1_total20k,0,2.0,1.0986123085021973,0.949999988079071,0,0,6,0,"[-0.006125086918473244, -0.16253501176834106, -0.07881028950214386, -0.06832709908485413, -0.1455743908882141, -0.06734920293092728, -0.03603164851665497, -0.13534677028656006]"
natural_granularity_AC1_total20k,0,2.0,1.0986123085021973,1.0,0,0,6,0,"[-0.006273149512708187, -0.16846352815628052, -0.08078121393918991, -0.06936950981616974, -0.15080124139785767, -0.0684221088886261, -0.03654702007770538, -0.14000064134597778]"
natural_granularity_AC1_total20k,0,2.0,1.0986123085021973,1.0500000715255737,0,0,6,0,"[-0.006421213038265705, -0.17439205944538116, -0.08275213837623596, -0.07041192054748535, -0.15602809190750122, -0.06949501484632492, -0.0370623916387558, -0.14465449750423431]"
natural_granularity_AC1_total20k,0,2.0,1.0986123085021973,1.100000023841858,0,0,6,0,"[-0.0065692756325006485, -0.18032056093215942, -0.08472305536270142, -0.07145433127880096, -0.16125492751598358, -0.07056791335344315, -0.03757776319980621, -0.14930835366249084]"
natural_granularity_AC1_total20k,0,2.0,1.0986123085021973,1.149999976158142,0,0,6,0,"[-0.006717338226735592, -0.18624907732009888, -0.08669397979974747, -0.07249673455953598, -0.16648176312446594, -0.07164081931114197, -0.03809313103556633, -0.15396219491958618]"
