layer,entropy,length,top1,top2_a,top2_b,top2_same_pair,logits_json
12,4.0,11.0,0,0,4,0,"[0.15952453017234802, -0.3519255518913269, -0.16447705030441284, -0.20399974286556244, -0.13270533084869385, -0.29309067130088806, -0.22062718868255615, -0.1392221599817276]"
12,4.0,12.0,0,0,4,0,"[0.18065327405929565, -0.3746201992034912, -0.1736847311258316, -0.21621336042881012, -0.1400359719991684, -0.31164541840553284, -0.23457159101963043, -0.14632509648799896]"
12,4.0,13.0,0,0,4,0,"[0.2017819881439209, -0.39731481671333313, -0.18289241194725037, -0.2284269779920578, -0.14736662805080414, -0.3302001357078552, -0.2485160082578659, -0.15342804789543152]"
12,4.0,14.0,0,0,4,0,"[0.22291076183319092, -0.42000946402549744, -0.19210007786750793, -0.24064059555530548, -0.1546972692012787, -0.3487548530101776, -0.2624604105949402, -0.16053098440170288]"
12,4.0,15.0,0,0,4,0,"[0.24403947591781616, -0.44270408153533936, -0.2013077437877655, -0.2528541684150696, -0.16202791035175323, -0.3673096001148224, -0.27640479803085327, -0.16763392090797424]"
12,4.0,16.0,0,0,4,0,"[0.2651682496070862, -0.46539872884750366, -0.21051542460918427, -0.26506778597831726, -0.16935855150222778, -0.3858643174171448, -0.29034921526908875, -0.1747368723154068]"
13,0.0,1.0,4,4,2,0,"[-0.03233633562922478, -0.039926040917634964, -0.024104822427034378, -0.1721200793981552, -0.021420173346996307, -0.03271770104765892, -0.1743486374616623, -0.03198615461587906]"
13,0.0,2.0,4,4,2,0,"[-0.042532917112112045, -0.05892590433359146, -0.02979455702006817, -0.12089446932077408, -0.027538156136870384, -0.04373093694448471, -0.12149225920438766, -0.04031255468726158]"
13,0.0,3.0,4,4,2,0,"[-0.05272949859499931, -0.07792576402425766, -0.03548429161310196, -0.06966885924339294, -0.03365613892674446, -0.0547441728413105, -0.06863588094711304, -0.048638951033353806]"
13,0.0,4.0,6,6,3,0,"[-0.06292607635259628, -0.09692563116550446, -0.0411740243434906, -0.018443241715431213, -0.03977411612868309, -0.06575740873813629, -0.015779495239257812, -0.05696535110473633]"
13,0.0,5.0,6,6,3,0,"[-0.07312265783548355, -0.11592549085617065, -0.04686375707387924, 0.03278237581253052, -0.04589209705591202, -0.07677064836025238, 0.03707686811685562, -0.06529174745082855]"
13,0.0,6.0,6,6,3,0,"[-0.08331923931837082, -0.13492535054683685, -0.05255349725484848, 0.08400797843933105, -0.052010081708431244, -0.08778388053178787, 0.08993325382471085, -0.07361814379692078]"
13,0.0,7.0,6,6,3,0,"[-0.09351582080125809, -0.15392522513866425, -0.05824322998523712, 0.13523361086845398, -0.05812806263566017, -0.09879711270332336, 0.14278963208198547, -0.0819445550441742]"
13,0.0,8.0,6,6,3,0,"[-0.10371240228414536, -0.17292508482933044, -0.06393296271562576, 0.18645921349525452, -0.0642460435628891, -0.10981035232543945, 0.1956460177898407, -0.09027095139026642]"
13,0.0,9.0,6,6,3,0,"[-0.11390898376703262, -0.19192494451999664, -0.0696226954460144, 0.23768481612205505, -0.07036402821540833, -0.12082359194755554, 0.24850240349769592, -0.09859734773635864]"
13,0.0,10.0,6,6,3,0,"[-0.12410556524991989, -0.21092480421066284, -0.07531242817640305, 0.288910448551178, -0.07648201286792755, -0.13183683156967163, 0.30135875940322876, -0.10692374408245087]"
13,0.0,11.0,6,6,3,0,"[-0.13430213928222656, -0.22992467880249023, -0.08100216090679169, 0.3401360511779785, -0.08259999752044678, -0.14285005629062653, 0.354215145111084, -0.11525014042854309]"
13,0.0,12.0,6,6,3,0,"[-0.14449872076511383, -0.24892453849315643, -0.08669190108776093, 0.39136162400245667, -0.088717982172966, -0.15386329591274261, 0.4070715308189392, -0.12357653677463531]"
13,0.0,13.0,6,6,3,0,"[-0.1546953022480011, -0.26792439818382263, -0.09238163381814957, 0.442587286233902, -0.09483595937490463, -0.1648765355348587, 0.45992791652679443, -0.13190293312072754]"
13,0.0,14.0,6,6,3,0,"[-0.16489188373088837, -0.28692427277565, -0.09807136654853821, 0.4938129484653473, -0.10095394402742386, -0.1758897602558136, 0.5127843022346497, -0.14022934436798096]"
13,0.0,15.0,6,6,3,0,"[-0.17508846521377563, -0.30592411756515503, -0.10376109927892685, 0.5450384616851807, -0.10707192122936249, -0.1869029998779297, 0.5656406879425049, -0.14855574071407318]"
13,0.0,16.0,6,6,3,0,"[-0.1852850466966629, -0.3249239921569824, -0.10945083200931549, 0.596264123916626, -0.11318990588188171, -0.19791623950004578, 0.6184970736503601, -0.1568821370601654]"
13,0.05000000074505806,1.0,4,4,2,0,"[-0.03284616768360138, -0.040876030921936035, -0.02438930980861187, -0.1695588082075119, -0.02172607183456421, -0.033268362283706665, -0.17170582711696625, -0.03240247815847397]"
13,0.05000000074505806,2.0,4,4,2,0,"[-0.04304274916648865, -0.05987589806318283, -0.03007904253900051, -0.11833319067955017, -0.027844054624438286, -0.044281598180532455, -0.11884944140911102, -0.04072887450456619]"
13,0.05000000074505806,3.0,4,4,2,0,"[-0.05323932692408562, -0.07887575775384903, -0.0357687771320343, -0.06710758060216904, -0.03396203741431236, -0.055294834077358246, -0.0659930631518364, -0.049055274575948715]"
13,0.05000000074505806,4.0,6,6,3,0,"[-0.06343590468168259, -0.09787562489509583, -0.04145850986242294, -0.015881963074207306, -0.04008001461625099, -0.06630806624889374, -0.01313667744398117, -0.05738167092204094]"
13,0.05000000074505806,5.0,6,6,3,0,"[-0.07363249361515045, -0.11687548458576202, -0.047148242592811584, 0.03534364700317383, -0.04619799926877022, -0.07732130587100983, 0.03971969336271286, -0.06570807099342346]"
13,0.05000000074505806,6.0,6,6,3,0,"[-0.08382906764745712, -0.13587534427642822, -0.05283798277378082, 0.08656924962997437, -0.052315983921289444, -0.08833454549312592, 0.09257607907056808, -0.07403446733951569]"
13,0.05000000074505806,7.0,6,6,3,0,"[-0.09402564913034439, -0.15487521886825562, -0.058527715504169464, 0.1377948820590973, -0.05843396112322807, -0.09934777766466141, 0.1454324722290039, -0.08236086368560791]"
13,0.05000000074505806,8.0,6,6,3,0,"[-0.10422223061323166, -0.17387507855892181, -0.0642174482345581, 0.18902048468589783, -0.0645519495010376, -0.1103610172867775, 0.19828885793685913, -0.09068726003170013]"
13,0.05000000074505806,9.0,6,6,3,0,"[-0.11441881209611893, -0.192874938249588, -0.06990718096494675, 0.24024608731269836, -0.07066992670297623, -0.12137425690889359, 0.25114524364471436, -0.09901365637779236]"
13,0.05000000074505806,10.0,6,6,3,0,"[-0.1246153935790062, -0.2118747979402542, -0.07559691369533539, 0.2914717197418213, -0.07678791135549545, -0.13238748908042908, 0.3040015697479248, -0.10734005272388458]"
13,0.05000000074505806,11.0,6,6,3,0,"[-0.13481196761131287, -0.2308746725320816, -0.08128664642572403, 0.3426973223686218, -0.08290589600801468, -0.14340071380138397, 0.35685795545578003, -0.115666463971138]"
13,0.05000000074505806,12.0,6,6,3,0,"[-0.14500854909420013, -0.2498745322227478, -0.08697638660669327, 0.39392295479774475, -0.0890238806605339, -0.15441395342350006, 0.40971434116363525, -0.12399286031723022]"
13,0.05000000074505806,13.0,6,6,3,0,"[-0.1552051305770874, -0.2688743770122528, -0.09266611933708191, 0.4451485574245453, -0.09514185786247253, -0.16542719304561615, 0.4625707268714905, -0.13231925666332245]"
13,0.05000000074505806,14.0,6,6,3,0,"[-0.16540171205997467, -0.2878742516040802, -0.09835585206747055, 0.4963742196559906, -0.10125984251499176, -0.17644041776657104, 0.5154271125793457, -0.14064565300941467]"
13,0.05000000074505806,15.0,6,6,3,0,"[-0.17559829354286194, -0.3068740963935852, -0.10404558479785919, 0.5475997924804688, -0.10737781971693039, -0.18745365738868713, 0.5682834982872009, -0.1489720642566681]"
13,0.05000000074505806,16.0,6,6,3,0,"[-0.1857948750257492, -0.3258739709854126, -0.10973531752824783, 0.5988254547119141, -0.11349580436944962, -0.19846689701080322, 0.6211398839950562, -0.15729844570159912]"
13,0.10000000149011612,1.0,4,4,2,0,"[-0.03335599601268768, -0.041826024651527405, -0.02467379719018936, -0.1669975221157074, -0.02203197218477726, -0.03381902351975441, -0.169063001871109, -0.03281879425048828]"
13,0.10000000149011612,2.0,4,4,2,0,"[-0.04355257749557495, -0.0608258917927742, -0.030363529920578003, -0.11577190458774567, -0.028149953112006187, -0.0448322594165802, -0.11620662361383438, -0.041145194321870804]"
13,0.10000000149011612,3.0,4,4,2,0,"[-0.05374915525317192, -0.0798257514834404, -0.036053262650966644, -0.06454629451036453, -0.034267935901880264, -0.05584549531340599, -0.06335024535655975, -0.04947159066796303]"
13,0.10000000149011612,4.0,6,6,3,0,"[-0.06394573301076889, -0.0988256186246872, -0.041742995381355286, -0.013320676982402802, -0.04038591682910919, -0.06685873121023178, -0.010493859648704529, -0.05779799073934555]"
13,0.10000000149011612,5.0,6,6,3,0,"[-0.07414232194423676, -0.1178254783153534, -0.04743272811174393, 0.037904947996139526, -0.04650389775633812, -0.07787197083234787, 0.0423625186085701, -0.06612438708543777]"
13,0.10000000149011612,6.0,6,6,3,0,"[-0.08433889597654343, -0.1368253380060196, -0.053122468292713165, 0.08913055062294006, -0.052621882408857346, -0.08888520300388336, 0.09521890431642532, -0.0744507908821106]"
13,0.10000000149011612,7.0,6,6,3,0,"[-0.0945354774594307, -0.15582521259784698, -0.05881220102310181, 0.140356183052063, -0.05873986333608627, -0.09989843517541885, 0.14807528257369995, -0.08277718722820282]"
13,0.10000000149011612,8.0,6,6,3,0,"[-0.10473205894231796, -0.17482507228851318, -0.06450193375349045, 0.19158178567886353, -0.0648578479886055, -0.11091167479753494, 0.20093166828155518, -0.09110358357429504]"
13,0.10000000149011612,9.0,6,6,3,0,"[-0.11492864042520523, -0.19382493197917938, -0.07019166648387909, 0.24280738830566406, -0.07097582519054413, -0.12192491441965103, 0.2537880539894104, -0.09942997992038727]"
13,0.10000000149011612,10.0,6,6,3,0,"[-0.1251252144575119, -0.21282479166984558, -0.07588139921426773, 0.294033020734787, -0.07709380984306335, -0.13293814659118652, 0.30664440989494324, -0.10775637626647949]"
13,0.10000000149011612,11.0,6,6,3,0,"[-0.13532179594039917, -0.23182466626167297, -0.08157113194465637, 0.3452586233615875, -0.08321179449558258, -0.1439513862133026, 0.35950079560279846, -0.11608278751373291]"
13,0.10000000149011612,12.0,6,6,3,0,"[-0.14551837742328644, -0.250824511051178, -0.08726087212562561, 0.39648422598838806, -0.0893297791481018, -0.1549646258354187, 0.4123571515083313, -0.12440918385982513]"
13,0.10000000149011612,13.0,6,6,3,0,"[-0.1557149589061737, -0.26982438564300537, -0.09295060485601425, 0.4477098286151886, -0.09544775635004044, -0.1659778654575348, 0.4652135372161865, -0.13273558020591736]"
13,0.10000000149011612,14.0,6,6,3,0,"[-0.16591154038906097, -0.28882426023483276, -0.0986403375864029, 0.4989354908466339, -0.10156574100255966, -0.17699109017848969, 0.5180699229240417, -0.14106197655200958]"
13,0.10000000149011612,15.0,6,6,3,0,"[-0.17610812187194824, -0.30782410502433777, -0.10433007031679153, 0.5501611232757568, -0.10768371820449829, -0.18800432980060577, 0.570926308631897, -0.1493883728981018]"
13,0.10000000149011612,16.0,6,6,3,0,"[-0.1863047033548355, -0.32682397961616516, -0.11001980304718018, 0.6013866662979126, -0.11380170285701752, -0.19901756942272186, 0.6237826943397522, -0.15771476924419403]"
13,0.15000000596046448,1.0,4,4,2,0,"[-0.03386582434177399, -0.042776018381118774, -0.024958284571766853, -0.1644362360239029, -0.02233787067234516, -0.034369684755802155, -0.16642017662525177, -0.03323511779308319]"
13,0.15000000596046448,2.0,4,4,2,0,"[-0.044062405824661255, -0.06177588179707527, -0.030648017302155495, -0.11321062594652176, -0.02845585346221924, -0.04538292437791824, -0.11356379836797714, -0.041561514139175415]"
13,0.15000000596046448,3.0,4,4,2,0,"[-0.054258983582258224, -0.08077574521303177, -0.036337751895189285, -0.061985015869140625, -0.034573834389448166, -0.056396156549453735, -0.060707420110702515, -0.04988791421055794]"
13,0.15000000596046448,4.0,6,6,3,0,"[-0.0644555613398552, -0.09977561235427856, -0.042027488350868225, -0.010759398341178894, -0.040691815316677094, -0.06740939617156982, -0.00785103440284729, -0.05821431055665016]"
13,0.15000000596046448,5.0,6,6,3,0,"[-0.07465215027332306, -0.11877547204494476, -0.047717221081256866, 0.04046621918678284, -0.04680979624390602, -0.07842262834310532, 0.045005328953266144, -0.06654070317745209]"
13,0.15000000596046448,6.0,6,6,3,0,"[-0.08484872430562973, -0.13777533173561096, -0.05340695381164551, 0.09169182181358337, -0.05292778089642525, -0.0894358679652214, 0.09786171466112137, -0.0748671144247055]"
13,0.15000000596046448,7.0,6,6,3,0,"[-0.095045305788517, -0.15677520632743835, -0.05909668654203415, 0.1429174542427063, -0.059045761823654175, -0.1004491001367569, 0.150718092918396, -0.08319351077079773]"
13,0.15000000596046448,8.0,6,6,3,0,"[-0.10524188727140427, -0.17577506601810455, -0.06478641927242279, 0.19414305686950684, -0.0651637464761734, -0.11146233975887299, 0.20357447862625122, -0.09151990711688995]"
13,0.15000000596046448,9.0,6,6,3,0,"[-0.11543846875429153, -0.19477492570877075, -0.07047615200281143, 0.24536865949630737, -0.07128172367811203, -0.12247557938098907, 0.25643086433410645, -0.09984630346298218]"
13,0.15000000596046448,10.0,6,6,3,0,"[-0.1256350427865982, -0.21377478539943695, -0.07616588473320007, 0.2965942919254303, -0.07739970833063126, -0.13348880410194397, 0.3092872202396393, -0.1081726998090744]"
13,0.15000000596046448,11.0,6,6,3,0,"[-0.13583162426948547, -0.23277465999126434, -0.08185561746358871, 0.34781989455223083, -0.08351769298315048, -0.14450204372406006, 0.3621436059474945, -0.11649909615516663]"
13,0.15000000596046448,12.0,6,6,3,0,"[-0.14602820575237274, -0.25177451968193054, -0.08754535764455795, 0.39904549717903137, -0.08963567763566971, -0.15551528334617615, 0.4150000214576721, -0.12482549250125885]"
13,0.15000000596046448,13.0,6,6,3,0,"[-0.15622478723526, -0.27077436447143555, -0.0932350903749466, 0.4502710998058319, -0.09575365483760834, -0.16652852296829224, 0.46785640716552734, -0.13315188884735107]"
13,0.15000000596046448,14.0,6,6,3,0,"[-0.16642136871814728, -0.28977423906326294, -0.09892482310533524, 0.5014967918395996, -0.10187163949012756, -0.17754174768924713, 0.5207127928733826, -0.1414783000946045]"
13,0.15000000596046448,15.0,6,6,3,0,"[-0.17661795020103455, -0.30877408385276794, -0.10461455583572388, 0.5527223348617554, -0.10798961669206619, -0.18855498731136322, 0.5735691785812378, -0.14980469644069672]"
13,0.15000000596046448,16.0,6,6,3,0,"[-0.18681453168392181, -0.32777395844459534, -0.11030428856611252, 0.6039479970932007, -0.11410760134458542, -0.1995682269334793, 0.626425564289093, -0.15813109278678894]"
13,0.20000000298023224,1.0,4,4,2,0,"[-0.03437565267086029, -0.043726012110710144, -0.025242770090699196, -0.16187496483325958, -0.022643769159913063, -0.0349203497171402, -0.16377736628055573, -0.033651433885097504]"
13,0.20000000298023224,2.0,4,4,2,0,"[-0.04457223415374756, -0.06272587180137634, -0.030932502821087837, -0.11064934730529785, -0.02876175194978714, -0.04593358188867569, -0.1109209805727005, -0.041977833956480026]"
13,0.20000000298023224,3.0,4,4,2,0,"[-0.05476881563663483, -0.08172573894262314, -0.036622241139411926, -0.05942373722791672, -0.03487973287701607, -0.05694682151079178, -0.05806460231542587, -0.05030423030257225]"
13,0.20000000298023224,4.0,6,6,3,0,"[-0.0649653971195221, -0.10072560608386993, -0.04231197386980057, -0.008198119699954987, -0.040997713804244995, -0.06796005368232727, -0.005208216607570648, -0.05863063037395477]"
13,0.20000000298023224,5.0,6,6,3,0,"[-0.07516197860240936, -0.11972546577453613, -0.04800170660018921, 0.04302749037742615, -0.04711569473147392, -0.07897329330444336, 0.04764815419912338, -0.066957026720047]"
13,0.20000000298023224,6.0,6,6,3,0,"[-0.08535855263471603, -0.13872532546520233, -0.05369143933057785, 0.09425309300422668, -0.05323367938399315, -0.08998652547597885, 0.10050453990697861, -0.07528342306613922]"
13,0.20000000298023224,7.0,6,6,3,0,"[-0.0955551341176033, -0.15772520005702972, -0.05938117206096649, 0.1454787254333496, -0.059351660311222076, -0.10099975764751434, 0.15336090326309204, -0.08360983431339264]"
13,0.20000000298023224,8.0,6,6,3,0,"[-0.10575171560049057, -0.17672505974769592, -0.06507090479135513, 0.19670432806015015, -0.0654696449637413, -0.11201299726963043, 0.20621728897094727, -0.09193623065948486]"
13,0.20000000298023224,9.0,6,6,3,0,"[-0.11594829708337784, -0.19572491943836212, -0.07076063752174377, 0.24792993068695068, -0.07158762961626053, -0.12302623689174652, 0.2590736746788025, -0.10026262700557709]"
13,0.20000000298023224,10.0,6,6,3,0,"[-0.1261448711156845, -0.21472477912902832, -0.07645037025213242, 0.2991555631160736, -0.07770560681819916, -0.13403946161270142, 0.3119300603866577, -0.10858902335166931]"
13,0.20000000298023224,11.0,6,6,3,0,"[-0.13634146749973297, -0.2337246537208557, -0.08214010298252106, 0.35038116574287415, -0.08382359147071838, -0.1450527012348175, 0.36478644609451294, -0.11691541969776154]"
13,0.20000000298023224,12.0,6,6,3,0,"[-0.14653803408145905, -0.2527244985103607, -0.0878298431634903, 0.4016067683696747, -0.08994157612323761, -0.1560659408569336, 0.41764283180236816, -0.12524181604385376]"
13,0.20000000298023224,13.0,6,6,3,0,"[-0.1567346155643463, -0.2717243731021881, -0.09351957589387894, 0.4528323709964752, -0.09605955332517624, -0.16707918047904968, 0.4704992175102234, -0.13356821238994598]"
13,0.20000000298023224,14.0,6,6,3,0,"[-0.16693119704723358, -0.2907242476940155, -0.09920930862426758, 0.5040580034255981, -0.10217753797769547, -0.17809240520000458, 0.5233556032180786, -0.1418946236371994]"
13,0.20000000298023224,15.0,6,6,3,0,"[-0.17712777853012085, -0.3097240924835205, -0.10489904135465622, 0.5552836656570435, -0.1082955151796341, -0.18910564482212067, 0.5762119889259338, -0.15022101998329163]"
13,0.20000000298023224,16.0,6,6,3,0,"[-0.18732436001300812, -0.3287239670753479, -0.11058877408504486, 0.6065092086791992, -0.11441349983215332, -0.20011888444423676, 0.6290683746337891, -0.15854741632938385]"
13,0.25,1.0,4,4,2,0,"[-0.034885480999946594, -0.044676005840301514, -0.02552725560963154, -0.15931367874145508, -0.022949669510126114, -0.03547101095318794, -0.1611345410346985, -0.03406775742769241]"
13,0.25,2.0,4,4,2,0,"[-0.04508206248283386, -0.06367586553096771, -0.03121699020266533, -0.10808806866407394, -0.02906765230000019, -0.04648424685001373, -0.10827816277742386, -0.04239415377378464]"
13,0.25,3.0,4,4,2,0,"[-0.05527864396572113, -0.08267573267221451, -0.03690672665834427, -0.05686245858669281, -0.03518563136458397, -0.05749748274683952, -0.05542178452014923, -0.05072055384516716]"
13,0.25,4.0,6,6,3,0,"[-0.0654752254486084, -0.1016755998134613, -0.04259645938873291, -0.005636841058731079, -0.0413036122918129, -0.06851071864366531, -0.0025653988122940063, -0.059046950191259384]"
13,0.25,5.0,6,6,3,0,"[-0.07567180693149567, -0.1206754595041275, -0.04828619211912155, 0.04558877646923065, -0.047421593219041824, -0.0795239508152008, 0.05029097944498062, -0.0673733502626419]"
13,0.25,6.0,6,6,3,0,"[-0.08586838096380234, -0.1396753191947937, -0.05397592484951019, 0.09681437909603119, -0.05353957787156105, -0.0905371904373169, 0.10314736515283585, -0.07569974660873413]"
13,0.25,7.0,6,6,3,0,"[-0.0960649624466896, -0.1586751937866211, -0.059665657579898834, 0.1480400264263153, -0.05965755879878998, -0.10155042260885239, 0.15600374341011047, -0.08402614295482635]"
13,0.25,8.0,6,6,3,0,"[-0.10626154392957687, -0.1776750534772873, -0.06535539031028748, 0.19926562905311584, -0.0657755434513092, -0.11256366223096848, 0.2088601291179657, -0.09235253930091858]"
13,0.25,9.0,6,6,3,0,"[-0.11645812541246414, -0.1966749131679535, -0.07104512304067612, 0.2504912316799164, -0.07189352810382843, -0.12357690185308456, 0.2617165148258209, -0.1006789356470108]"
13,0.25,10.0,6,6,3,0,"[-0.1266546994447708, -0.2156747728586197, -0.07673485577106476, 0.3017168343067169, -0.07801150530576706, -0.13459013402462006, 0.31457287073135376, -0.10900533199310303]"
13,0.25,11.0,6,6,3,0,"[-0.13685129582881927, -0.23467464745044708, -0.082424595952034, 0.35294243693351746, -0.08412948995828629, -0.14560335874557495, 0.367429256439209, -0.11733174324035645]"
13,0.25,12.0,6,6,3,0,"[-0.14704786241054535, -0.2536745071411133, -0.08811433613300323, 0.404168039560318, -0.09024747461080551, -0.15661659836769104, 0.4202856421470642, -0.12565813958644867]"
13,0.25,13.0,6,6,3,0,"[-0.15724444389343262, -0.2726743519306183, -0.09380406141281128, 0.45539364218711853, -0.09636545181274414, -0.16762983798980713, 0.47314202785491943, -0.1339845359325409]"
13,0.25,14.0,6,6,3,0,"[-0.16744102537631989, -0.2916742265224457, -0.09949380159378052, 0.5066193342208862, -0.10248343646526337, -0.17864306271076202, 0.5259984135627747, -0.1423109471797943]"
13,0.25,15.0,6,6,3,0,"[-0.17763760685920715, -0.3106740713119507, -0.10518352687358856, 0.557844877243042, -0.108601413667202, -0.1896563023328781, 0.5788547992706299, -0.15063732862472534]"
13,0.25,16.0,6,6,3,0,"[-0.18783418834209442, -0.3296739459037781, -0.1108732670545578, 0.6090705394744873, -0.11471939831972122, -0.2006695419549942, 0.6317111849784851, -0.15896373987197876]"
13,0.30000001192092896,1.0,4,4,2,0,"[-0.035395313054323196, -0.04562599956989288, -0.02581174485385418, -0.15675239264965057, -0.023255567997694016, -0.03602167218923569, -0.15849173069000244, -0.034484077244997025]"
13,0.30000001192092896,2.0,4,4,2,0,"[-0.045591890811920166, -0.06462585926055908, -0.03150147944688797, -0.10552678257226944, -0.029373550787568092, -0.04703490808606148, -0.10563534498214722, -0.04281047359108925]"
13,0.30000001192092896,3.0,4,4,2,0,"[-0.055788472294807434, -0.08362572640180588, -0.03719121217727661, -0.054301172494888306, -0.03549153357744217, -0.05804814398288727, -0.05277896672487259, -0.05113687366247177]"
13,0.30000001192092896,4.0,6,6,3,0,"[-0.0659850537776947, -0.10262559354305267, -0.04288094490766525, -0.0030755549669265747, -0.0416095145046711, -0.06906138360500336, 7.74189829826355e-05, -0.059463270008563995]"
13,0.30000001192092896,5.0,6,6,3,0,"[-0.07618163526058197, -0.12162545323371887, -0.048570677638053894, 0.048150062561035156, -0.047727491706609726, -0.08007461577653885, 0.052933789789676666, -0.06778966635465622]"
13,0.30000001192092896,6.0,6,6,3,0,"[-0.08637821674346924, -0.14062531292438507, -0.05426041781902313, 0.0993756651878357, -0.05384547635912895, -0.09108784794807434, 0.10579017549753189, -0.07611607015132904]"
13,0.30000001192092896,7.0,6,6,3,0,"[-0.0965747982263565, -0.15962518751621246, -0.059950150549411774, 0.15060129761695862, -0.05996346101164818, -0.10210108757019043, 0.15864655375480652, -0.08444246649742126]"
13,0.30000001192092896,8.0,6,6,3,0,"[-0.10677137970924377, -0.17862504720687866, -0.06563988327980042, 0.20182690024375916, -0.0660814419388771, -0.11311432719230652, 0.21150293946266174, -0.09276886284351349]"
13,0.30000001192092896,9.0,6,6,3,0,"[-0.11696796119213104, -0.19762490689754486, -0.07132961601018906, 0.2530525028705597, -0.07219942659139633, -0.12412756681442261, 0.26435932517051697, -0.10109525918960571]"
13,0.30000001192092896,10.0,6,6,3,0,"[-0.1271645426750183, -0.21662476658821106, -0.0770193487405777, 0.3042781352996826, -0.07831740379333496, -0.1351407915353775, 0.3172156810760498, -0.10942165553569794]"
13,0.30000001192092896,11.0,6,6,3,0,"[-0.13736112415790558, -0.23562464118003845, -0.08270908147096634, 0.35550373792648315, -0.08443538844585419, -0.1461540311574936, 0.37007206678390503, -0.11774806678295135]"
13,0.30000001192092896,12.0,6,6,3,0,"[-0.14755769073963165, -0.25462448596954346, -0.08839882165193558, 0.4067293703556061, -0.09055337309837341, -0.15716727077960968, 0.42292845249176025, -0.12607446312904358]"
13,0.30000001192092896,13.0,6,6,3,0,"[-0.15775427222251892, -0.27362436056137085, -0.09408855438232422, 0.45795491337776184, -0.09667135030031204, -0.16818051040172577, 0.4757848381996155, -0.1344008594751358]"
13,0.30000001192092896,14.0,6,6,3,0,"[-0.1679508537054062, -0.29262423515319824, -0.09977828711271286, 0.5091805458068848, -0.10278933495283127, -0.17919373512268066, 0.5286412239074707, -0.14272725582122803]"
13,0.30000001192092896,15.0,6,6,3,0,"[-0.17814743518829346, -0.31162407994270325, -0.1054680198431015, 0.5604062080383301, -0.1089073121547699, -0.19020697474479675, 0.5814976096153259, -0.15105365216732025]"
13,0.30000001192092896,16.0,6,6,3,0,"[-0.18834401667118073, -0.33062395453453064, -0.11115775257349014, 0.6116317510604858, -0.11502529680728912, -0.20122021436691284, 0.6343539953231812, -0.15938004851341248]"
13,0.3499999940395355,1.0,4,4,2,0,"[-0.0359051413834095, -0.04657599329948425, -0.026096230372786522, -0.15419112145900726, -0.023561468347907066, -0.03657233342528343, -0.1558489054441452, -0.034900397062301636]"
13,0.3499999940395355,2.0,4,4,2,0,"[-0.04610171914100647, -0.06557585299015045, -0.03178596496582031, -0.10296550393104553, -0.029679449275135994, -0.04758556932210922, -0.10299252718687057, -0.04322679340839386]"
13,0.3499999940395355,3.0,4,4,2,0,"[-0.05629830062389374, -0.08457572013139725, -0.037475697696208954, -0.0517398938536644, -0.03579743206501007, -0.05859880521893501, -0.05013614892959595, -0.05155319347977638]"
13,0.3499999940395355,4.0,6,6,3,0,"[-0.066494882106781, -0.10357557982206345, -0.043165430426597595, -0.0005142763257026672, -0.041915412992239, -0.0696120411157608, 0.0027202367782592773, -0.05987958982586861]"
13,0.3499999940395355,5.0,6,6,3,0,"[-0.07669146358966827, -0.12257543951272964, -0.04885516315698624, 0.05071133375167847, -0.04803339019417763, -0.08062528073787689, 0.05557660013437271, -0.06820598244667053]"
13,0.3499999940395355,6.0,6,6,3,0,"[-0.08688804507255554, -0.14157530665397644, -0.054544903337955475, 0.101936936378479, -0.054151374846696854, -0.09163851290941238, 0.10843298584222794, -0.07653239369392395]"
13,0.3499999940395355,7.0,6,6,3,0,"[-0.09708462655544281, -0.16057518124580383, -0.060234636068344116, 0.15316256880760193, -0.06026935949921608, -0.10265174508094788, 0.16128936409950256, -0.08485879004001617]"
13,0.3499999940395355,8.0,6,6,3,0,"[-0.10728120803833008, -0.17957504093647003, -0.06592436879873276, 0.20438817143440247, -0.06638734042644501, -0.11366498470306396, 0.2141457498073578, -0.0931851863861084]"
13,0.3499999940395355,9.0,6,6,3,0,"[-0.11747778952121735, -0.19857490062713623, -0.0716141015291214, 0.255613774061203, -0.07250532507896423, -0.12467822432518005, 0.267002135515213, -0.10151158273220062]"
13,0.3499999940395355,10.0,6,6,3,0,"[-0.12767437100410461, -0.21757476031780243, -0.07730383425951004, 0.3068394064903259, -0.07862330228090286, -0.13569146394729614, 0.31985849142074585, -0.10983797907829285]"
13,0.3499999940395355,11.0,6,6,3,0,"[-0.13787095248699188, -0.23657463490962982, -0.08299356698989868, 0.35806500911712646, -0.08474128693342209, -0.14670468866825104, 0.3727148771286011, -0.11816437542438507]"
13,0.3499999940395355,12.0,6,6,3,0,"[-0.14806751906871796, -0.255574494600296, -0.08868330717086792, 0.4092906415462494, -0.09085927158594131, -0.15771792829036713, 0.4255712628364563, -0.1264907717704773]"
13,0.3499999940395355,13.0,6,6,3,0,"[-0.15826410055160522, -0.274574339389801, -0.09437303990125656, 0.4605162441730499, -0.09697724878787994, -0.16873116791248322, 0.4784276485443115, -0.13481716811656952]"
13,0.3499999940395355,14.0,6,6,3,0,"[-0.1684606820344925, -0.2935742139816284, -0.1000627726316452, 0.5117418766021729, -0.10309523344039917, -0.1797443926334381, 0.5312840342521667, -0.14314357936382294]"
