layer,length_axis_std,entropy_axis_std,bias_std,length_axis_l2,entropy_axis_l2,entropy_to_length_l2_ratio,length_entropy_axis_cosine,same_pair_fraction,active_top1_count,active_top2_count,top2_effective_experts,active_top1_experts,active_top2_experts,top1_fraction_by_expert,top2_fraction_by_expert
10,0.028909392654895782,0.02958730235695839,0.03258265182375908,0.08233550190925598,0.13459734618663788,1.6347425237655195,-0.6935037970542908,0.0,3,4,3.2466102514291495,"[1, 2, 4]","[0, 1, 2, 4]","[0.0, 0.7445987462997437, 0.18518517911434174, 0.0, 0.07021605223417282, 0.0, 0.0, 0.0]","[0.09143518656492233, 0.40432098507881165, 0.09529320895671844, 0.00038580247201025486, 0.40856480598449707, 0.0, 0.0, 0.0]"
11,0.028597615659236908,0.030207501724362373,0.03065168485045433,0.08088631927967072,0.11119706183671951,1.374732622611335,-0.760088324546814,0.0,3,4,3.4154969059241833,"[1, 5, 6]","[1, 3, 5, 6]","[0.0, 0.6527777910232544, 0.0, 0.0, 0.0, 0.20679011940956116, 0.14043210446834564, 0.0]","[0.0, 0.5, 0.0, 0.2010030895471573, 0.0, 0.11304012686014175, 0.18595679104328156, 0.0]"
12,0.016910335049033165,0.01793384738266468,0.01788773387670517,0.052352175116539,0.07292642444372177,1.3929970298537413,-0.33000481128692627,0.0,5,5,4.037753249423546,"[0, 1, 2, 4, 5]","[0, 1, 2, 4, 5]","[0.19675925374031067, 0.013117283582687378, 0.6797839403152466, 0.0, 0.06867283582687378, 0.0416666679084301, 0.0, 0.0]","[0.10185185074806213, 0.030092593282461166, 0.3676697611808777, 0.0, 0.3016975224018097, 0.1975308656692505, 0.0011574074160307646, 0.0]"
13,0.03248271718621254,0.035798005759716034,0.038096748292446136,0.0938948318362236,0.13703696429729462,1.4594729189815456,-0.8553371429443359,0.05015432098765432,4,5,3.7726974231457318,"[2, 4, 5, 6]","[2, 3, 4, 5, 6]","[0.0, 0.0, 0.015432098880410194, 0.0, 0.7623456716537476, 0.06327160447835922, 0.15895061194896698, 0.0]","[0.0, 0.0, 0.3757716119289398, 0.07677469402551651, 0.389660507440567, 0.0590277761220932, 0.09876543283462524, 0.0]"
14,0.022104617208242416,0.02414322830736637,0.025945549830794334,0.06269655376672745,0.10175475478172302,1.6229720561726224,-0.7180426120758057,0.0,3,5,4.0288878842983795,"[2, 6, 7]","[2, 4, 5, 6, 7]","[0.0, 0.0, 0.5362654328346252, 0.0, 0.0, 0.0, 0.15740740299224854, 0.3063271641731262]","[0.0, 0.0, 0.4270833432674408, 0.006558641791343689, 0.09529320895671844, 0.06635802239179611, 0.1006944477558136, 0.30401235818862915]"
15,0.0291790459305048,0.03156479075551033,0.03528803214430809,0.08620031923055649,0.13158215582370758,1.5264694724826962,-0.8433051109313965,0.7785493827160493,2,4,3.120552467599733,"[2, 7]","[1, 2, 6, 7]","[0.0, 0.0, 0.10725308954715729, 0.0, 0.0, 0.0, 0.0, 0.8927469253540039]","[0.0, 0.07561728358268738, 0.08371913433074951, 0.00038580247201025486, 0.0, 0.0007716049440205097, 0.3892746865749359, 0.45023149251937866]"
16,0.026917405426502228,0.028454871848225594,0.02967282012104988,0.07630926370620728,0.1008339524269104,1.3213854718232354,-0.82956862449646,0.0,3,4,3.3275175509344406,"[1, 5, 6]","[1, 5, 6, 7]","[0.0, 0.7908950448036194, 0.0, 0.0, 0.0, 0.17824074625968933, 0.03086419776082039, 0.0]","[0.0, 0.5, 0.0, 0.0, 0.0, 0.12075617164373398, 0.2642746865749359, 0.11496913433074951]"
17,0.026751209050416946,0.027019472792744637,0.0291999951004982,0.07595867663621902,0.09374704211950302,1.2341847734983058,-0.8573858141899109,0.0,3,3,2.629719459134831,"[1, 3, 5]","[1, 3, 5]","[0.0, 0.7777777910232544, 0.0, 0.018518518656492233, 0.0, 0.20370370149612427, 0.0, 0.0]","[0.0, 0.5, 0.0, 0.3815586566925049, 0.0, 0.11844135820865631, 0.0, 0.0]"
18,0.02593196928501129,0.030747709795832634,0.03271016478538513,0.0740843415260315,0.1203232929110527,1.6241393313696921,-0.8076325058937073,0.0,3,5,3.648324851230976,"[3, 5, 6]","[1, 3, 5, 6, 7]","[0.0, 0.0, 0.0, 0.729938268661499, 0.0, 0.11882716417312622, 0.1496913582086563, 0.0015432098880410194]","[0.0, 0.04436728358268738, 0.0, 0.3996913433074951, 0.0, 0.08294752985239029, 0.08912037312984467, 0.38387346267700195]"
19,0.026008592918515205,0.028824733570218086,0.03161827102303505,0.07382629811763763,0.1173931434750557,1.590126370524457,-0.7228193283081055,0.023148148148148147,2,4,2.845312646976463,"[2, 5]","[2, 4, 5, 6]","[0.0, 0.0, 0.9251543283462524, 0.0, 0.0, 0.07484567910432816, 0.0, 0.0]","[0.0, 0.0, 0.48842594027519226, 0.0, 0.03549382835626602, 0.0833333358168602, 0.3923611044883728, 0.00038580247201025486]"
20,0.022272910922765732,0.024944623932242393,0.02763812057673931,0.06515730917453766,0.09565078467130661,1.4679977715943688,-0.41447246074676514,0.19753086419753085,1,7,3.818058378356472,[2],"[0, 1, 2, 3, 4, 5, 7]","[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.015817901119589806, 0.2847222089767456, 0.5, 0.09876543283462524, 0.02391975373029709, 0.0243055559694767, 0.0015432098880410194, 0.05092592537403107]"
21,0.021293729543685913,0.02292586676776409,0.02466868981719017,0.06057437136769295,0.09490764886140823,1.5667954403572528,-0.5950709581375122,0.0,2,5,4.029094996539697,"[5, 7]","[0, 1, 3, 5, 7]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.16589505970478058, 0.0, 0.8341049551963806]","[0.07368826866149902, 0.2843364179134369, 0.0, 0.1076388880610466, 0.0, 0.10802469402551651, 0.0, 0.426311731338501]"
22,0.025768430903553963,0.03134288638830185,0.03193662315607071,0.07327035814523697,0.13026997447013855,1.777935549488056,-0.5159270167350769,0.0,1,5,3.327059290706591,[5],"[1, 2, 3, 5, 6]","[0.0, 0.0, 0.004629629664123058, 0.0, 0.0, 0.9953703880310059, 0.0, 0.0]","[0.0, 0.3260030746459961, 0.09182098507881165, 0.026234567165374756, 0.0, 0.5, 0.0520833320915699, 0.0038580247201025486]"
23,0.011933140456676483,0.019204795360565186,0.021052857860922813,0.06521628051996231,0.1468210071325302,2.251293786795909,0.6412351727485657,0.0,1,3,2.523701784757434,[3],"[1, 3, 7]","[0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.41203704476356506, 0.0, 0.5, 0.0, 0.0, 0.0, 0.08796296268701553]"
24,0.023641539737582207,0.02993793413043022,0.03292402997612953,0.10747477412223816,0.2248774766921997,2.092374499307453,0.534630537033081,0.24459876543209877,1,4,2.980886372444087,[6],"[2, 4, 6, 7]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]","[0.005787036847323179, 0.003086419776082039, 0.013888888992369175, 0.0, 0.35262346267700195, 0.002314814832061529, 0.5, 0.12229938060045242]"
