layer,matrix,expert_i,expert_j,same_original_pair,cosine_distance
7,w1,4,6,0,0.005893290042877197
7,w1,4,7,0,0.9941117763519287
7,w1,5,6,0,0.9941288232803345
7,w1,5,7,0,0.005602002143859863
7,w1,6,7,1,0.9941374659538269
7,w2,0,1,1,1.0001459121704102
7,w2,0,2,0,0.0015398263931274414
7,w2,0,3,0,1.0001336336135864
7,w2,0,4,0,0.0016262531280517578
7,w2,0,5,0,1.0001317262649536
7,w2,0,6,0,0.0015412569046020508
7,w2,0,7,0,1.0001360177993774
7,w2,1,2,0,1.0001569986343384
7,w2,1,3,0,0.001414656639099121
7,w2,1,4,0,1.000126838684082
7,w2,1,5,0,0.0014399290084838867
7,w2,1,6,0,1.0001455545425415
7,w2,1,7,0,0.0014052391052246094
7,w2,2,3,1,1.0001460313796997
7,w2,2,4,0,0.0015724897384643555
7,w2,2,5,0,1.0001413822174072
7,w2,2,6,0,0.0013785362243652344
7,w2,2,7,0,1.0001475811004639
7,w2,3,4,0,1.000113844871521
7,w2,3,5,0,0.0013605356216430664
7,w2,3,6,0,1.000134825706482
7,w2,3,7,0,0.001361250877380371
7,w2,4,5,1,1.0001119375228882
7,w2,4,6,0,0.001572251319885254
7,w2,4,7,0,1.000118613243103
7,w2,5,6,0,1.0001342296600342
7,w2,5,7,0,0.0014737844467163086
7,w2,6,7,1,1.000137209892273
7,w3,0,1,1,1.0007200241088867
7,w3,0,2,0,0.006483793258666992
7,w3,0,3,0,1.0006648302078247
7,w3,0,4,0,0.006819486618041992
7,w3,0,5,0,1.0007156133651733
7,w3,0,6,0,0.00651395320892334
7,w3,0,7,0,1.0007026195526123
7,w3,1,2,0,1.0006157159805298
7,w3,1,3,0,0.0060384273529052734
7,w3,1,4,0,1.0006182193756104
7,w3,1,5,0,0.006115972995758057
7,w3,1,6,0,1.0006321668624878
7,w3,1,7,0,0.0060256123542785645
7,w3,2,3,1,1.000554084777832
7,w3,2,4,0,0.006574273109436035
7,w3,2,5,0,1.0006132125854492
7,w3,2,6,0,0.005839228630065918
7,w3,2,7,0,1.000606894493103
7,w3,3,4,0,1.000567078590393
7,w3,3,5,0,0.005757033824920654
7,w3,3,6,0,1.0005732774734497
7,w3,3,7,0,0.005795121192932129
7,w3,4,5,1,1.000622034072876
7,w3,4,6,0,0.0066100358963012695
7,w3,4,7,0,1.000617504119873
7,w3,5,6,0,1.0006320476531982
7,w3,5,7,0,0.0062073469161987305
7,w3,6,7,1,1.0006242990493774
8,w1,0,1,1,0.9941851496696472
8,w1,0,2,0,0.005644679069519043
8,w1,0,3,0,0.9941512942314148
8,w1,0,4,0,0.005371809005737305
8,w1,0,5,0,0.9941226840019226
8,w1,0,6,0,0.006090760231018066
8,w1,0,7,0,0.9941654801368713
8,w1,1,2,0,0.9941324591636658
8,w1,1,3,0,0.005471587181091309
8,w1,1,4,0,0.9942216277122498
8,w1,1,5,0,0.0055959224700927734
