layer,base_key,entropy,top1,top2_a,top2_b,top2_same_pair,logits_json
0,model.global_transformer.layers.0.feed_forward.patch_feature_router,0.8700000047683716,2,2,6,0,"[-0.02327023819088936, -0.037080369889736176, 0.021623313426971436, -0.028937101364135742, -0.024112753570079803, -0.02558477595448494, -0.0014299172908067703, -0.03483433648943901]"
0,model.global_transformer.layers.0.feed_forward.patch_feature_router,0.8799999952316284,2,2,6,0,"[-0.023388035595417023, -0.0371415838599205, 0.022058866918087006, -0.029030630365014076, -0.02426888607442379, -0.02569202147424221, -0.001748058944940567, -0.034904059022665024]"
0,model.global_transformer.layers.0.feed_forward.patch_feature_router,0.8899999856948853,2,2,6,0,"[-0.023505832999944687, -0.037202801555395126, 0.022494420409202576, -0.02912416122853756, -0.024425018578767776, -0.02579926699399948, -0.002066202461719513, -0.034973785281181335]"
0,model.global_transformer.layers.0.feed_forward.patch_feature_router,0.8999999761581421,2,2,6,0,"[-0.02362363040447235, -0.03726401552557945, 0.022929970175027847, -0.029217692092061043, -0.024581152945756912, -0.025906512513756752, -0.0023843441158533096, -0.03504350781440735]"
0,model.global_transformer.layers.0.feed_forward.patch_feature_router,0.9099999666213989,2,2,6,0,"[-0.023741427809000015, -0.03732523322105408, 0.023365523666143417, -0.029311222955584526, -0.024737287312746048, -0.026013758033514023, -0.0027024857699871063, -0.03511323407292366]"
0,model.global_transformer.layers.0.feed_forward.patch_feature_router,0.9199999570846558,2,2,6,0,"[-0.02385922335088253, -0.0373864471912384, 0.023801077157258987, -0.02940475381910801, -0.024893419817090034, -0.026121003553271294, -0.0030206292867660522, -0.03518296033143997]"
0,model.global_transformer.layers.0.feed_forward.patch_feature_router,0.9300000071525574,2,2,6,0,"[-0.023977022618055344, -0.03744766488671303, 0.024236630648374557, -0.029498284682631493, -0.02504955418407917, -0.026228249073028564, -0.003338772803544998, -0.035252682864665985]"
0,model.global_transformer.layers.0.feed_forward.patch_feature_router,0.9399999976158142,2,2,6,0,"[-0.02409481815993786, -0.037508878856897354, 0.024672184139490128, -0.029591815546154976, -0.025205686688423157, -0.026335496455430984, -0.003656916320323944, -0.0353224091231823]"
0,model.global_transformer.layers.0.feed_forward.patch_feature_router,0.949999988079071,2,2,6,0,"[-0.024212615564465523, -0.03757009655237198, 0.025107737630605698, -0.02968534640967846, -0.025361821055412292, -0.026442740112543106, -0.003975057974457741, -0.03539213538169861]"
0,model.global_transformer.layers.0.feed_forward.patch_feature_router,0.9599999785423279,2,2,6,0,"[-0.024330412968993187, -0.037631310522556305, 0.02554328739643097, -0.029778877273201942, -0.025517955422401428, -0.026549987494945526, -0.0042931996285915375, -0.03546185791492462]"
0,model.global_transformer.layers.0.feed_forward.patch_feature_router,0.9699999690055847,2,2,6,0,"[-0.024448208510875702, -0.03769252449274063, 0.02597884088754654, -0.029872408136725426, -0.025674089789390564, -0.026657231152057648, -0.004611343145370483, -0.03553158417344093]"
0,model.global_transformer.layers.0.feed_forward.patch_feature_router,0.9799999594688416,2,2,6,0,"[-0.024566005915403366, -0.037753742188215256, 0.02641439437866211, -0.02996593900024891, -0.02583022229373455, -0.026764478534460068, -0.00492948479950428, -0.035601310431957245]"
