layer,matrix,expert_i,expert_j,same_original_pair,cosine_distance
0,w2,4,5,1,1.0000282526016235
0,w2,4,6,0,0.00035858154296875
0,w2,4,7,0,1.0000319480895996
0,w2,5,6,0,1.0000313520431519
0,w2,5,7,0,4.744529724121094e-05
0,w2,6,7,1,1.000035285949707
0,w3,0,1,1,0.9992068409919739
0,w3,0,2,0,0.0011157393455505371
0,w3,0,3,0,0.9992096424102783
0,w3,0,4,0,0.002076387405395508
0,w3,0,5,0,0.999164342880249
0,w3,0,6,0,0.0015887618064880371
0,w3,0,7,0,0.9992145895957947
0,w3,1,2,0,0.9992223978042603
0,w3,1,3,0,6.99162483215332e-05
0,w3,1,4,0,0.9992438554763794
0,w3,1,5,0,0.0007953047752380371
0,w3,1,6,0,0.9992282390594482
0,w3,1,7,0,7.039308547973633e-05
0,w3,2,3,1,0.9992246627807617
0,w3,2,4,0,0.00218045711517334
0,w3,2,5,0,0.9991849660873413
0,w3,2,6,0,0.00376284122467041
0,w3,2,7,0,0.999230682849884
0,w3,3,4,0,0.9992460608482361
0,w3,3,5,0,0.000956416130065918
0,w3,3,6,0,0.9992309212684631
0,w3,3,7,0,0.0002199411392211914
0,w3,4,5,1,0.9992051720619202
0,w3,4,6,0,0.002286195755004883
0,w3,4,7,0,0.9992519617080688
0,w3,5,6,0,0.9991891384124756
0,w3,5,7,0,0.0009534955024719238
0,w3,6,7,1,0.9992350935935974
1,w1,0,1,1,0.9881569147109985
1,w1,0,2,0,0.0013294816017150879
1,w1,0,3,0,0.9881569147109985
1,w1,0,4,0,0.0019924044609069824
1,w1,0,5,0,0.9881569147109985
1,w1,0,6,0,0.0029297471046447754
1,w1,0,7,0,0.9880853891372681
1,w1,1,2,0,0.9881693124771118
1,w1,1,3,0,-0.00015735626220703125
1,w1,1,4,0,0.9881638288497925
1,w1,1,5,0,-0.00015735626220703125
1,w1,1,6,0,0.9880986213684082
1,w1,1,7,0,0.0013840198516845703
1,w1,2,3,1,0.9881693124771118
1,w1,2,4,0,0.00038558244705200195
1,w1,2,5,0,0.9881693124771118
1,w1,2,6,0,0.0014058947563171387
1,w1,2,7,0,0.9880966544151306
1,w1,3,4,0,0.9881638288497925
1,w1,3,5,0,-0.00015735626220703125
1,w1,3,6,0,0.9880986213684082
1,w1,3,7,0,0.0013840198516845703
1,w1,4,5,1,0.9881638288497925
1,w1,4,6,0,0.002071559429168701
1,w1,4,7,0,0.9880920648574829
