label,checkpoint,layer,active_top1,active_top2,top1_eff_num,top2_eff_num,top1_dominant_expert,top1_dominant_frac,top2_dominant_expert,top2_dominant_frac,expert_entropy_length_corr,shortest_experts,longest_experts,shortest_mean_entropy,longest_mean_entropy,shortest_mean_length,longest_mean_length,top1_counts,top2_counts,expert_count,expert_mean_entropy,expert_mean_length
phaseB_to_total50k_0000037000,/data1/pengfeigao/BP-MoE/blt1b_warmstart/natural_granularity_A3k_B47k_6gpu_c00000_c00005/phaseB_to_total50k/checkpoints/0000037000,13,1,2,1.0,2.0,2,1.0,2,0.5,,2,2,2.0,2.0,8.5,8.5,"[0, 0, 2576, 0, 0, 0, 0, 0]","[0, 0, 2576, 0, 0, 2576, 0, 0]","[0, 0, 2576, 0, 0, 0, 0, 0]","[None, None, 2.0, None, None, None, None, None]","[None, None, 8.5, None, None, None, None, None]"
phaseB_to_total50k_0000037000,/data1/pengfeigao/BP-MoE/blt1b_warmstart/natural_granularity_A3k_B47k_6gpu_c00000_c00005/phaseB_to_total50k/checkpoints/0000037000,14,1,3,1.0,2.7287489159252862,2,1.0,2,0.5,,2,2,2.0,2.0,8.5,8.5,"[0, 0, 2576, 0, 0, 0, 0, 0]","[0, 0, 2576, 1770, 806, 0, 0, 0]","[0, 0, 2576, 0, 0, 0, 0, 0]","[None, None, 2.0, None, None, None, None, None]","[None, None, 8.5, None, None, None, None, None]"
phaseB_to_total50k_0000037000,/data1/pengfeigao/BP-MoE/blt1b_warmstart/natural_granularity_A3k_B47k_6gpu_c00000_c00005/phaseB_to_total50k/checkpoints/0000037000,15,1,2,1.0,2.0,5,1.0,5,0.5,,5,5,2.0,2.0,8.5,8.5,"[0, 0, 0, 0, 0, 2576, 0, 0]","[0, 0, 0, 0, 0, 2576, 2576, 0]","[0, 0, 0, 0, 0, 2576, 0, 0]","[None, None, None, None, None, 2.0, None, None]","[None, None, None, None, None, 8.5, None, None]"
phaseB_to_total50k_0000037000,/data1/pengfeigao/BP-MoE/blt1b_warmstart/natural_granularity_A3k_B47k_6gpu_c00000_c00005/phaseB_to_total50k/checkpoints/0000037000,16,1,3,1.0,2.8219760840927375,7,1.0,7,0.5,,7,7,2.0,2.0,8.5,8.5,"[0, 0, 0, 0, 0, 0, 0, 2576]","[0, 0, 0, 1165, 0, 0, 1411, 2576]","[0, 0, 0, 0, 0, 0, 0, 2576]","[None, None, None, None, None, None, None, 2.0]","[None, None, None, None, None, None, None, 8.5]"
phaseB_to_total50k_0000037000,/data1/pengfeigao/BP-MoE/blt1b_warmstart/natural_granularity_A3k_B47k_6gpu_c00000_c00005/phaseB_to_total50k/checkpoints/0000037000,17,1,2,1.0,2.0,3,1.0,3,0.5,,3,3,2.0,2.0,8.5,8.5,"[0, 0, 0, 2576, 0, 0, 0, 0]","[0, 0, 0, 2576, 0, 0, 0, 2576]","[0, 0, 0, 2576, 0, 0, 0, 0]","[None, None, None, 2.0, None, None, None, None]","[None, None, None, 8.5, None, None, None, None]"
phaseB_to_total50k_0000037000,/data1/pengfeigao/BP-MoE/blt1b_warmstart/natural_granularity_A3k_B47k_6gpu_c00000_c00005/phaseB_to_total50k/checkpoints/0000037000,18,1,2,1.0,2.0,5,1.0,2,0.5,,5,5,2.0,2.0,8.5,8.5,"[0, 0, 0, 0, 0, 2576, 0, 0]","[0, 0, 2576, 0, 0, 2576, 0, 0]","[0, 0, 0, 0, 0, 2576, 0, 0]","[None, None, None, None, None, 2.0, None, None]","[None, None, None, None, None, 8.5, None, None]"
phaseB_to_total50k_0000037000,/data1/pengfeigao/BP-MoE/blt1b_warmstart/natural_granularity_A3k_B47k_6gpu_c00000_c00005/phaseB_to_total50k/checkpoints/0000037000,19,1,2,1.0,2.0,2,1.0,0,0.5,,2,2,2.0,2.0,8.5,8.5,"[0, 0, 2576, 0, 0, 0, 0, 0]","[2576, 0, 2576, 0, 0, 0, 0, 0]","[0, 0, 2576, 0, 0, 0, 0, 0]","[None, None, 2.0, None, None, None, None, None]","[None, None, 8.5, None, None, None, None, None]"
phaseB_to_total50k_0000037000,/data1/pengfeigao/BP-MoE/blt1b_warmstart/natural_granularity_A3k_B47k_6gpu_c00000_c00005/phaseB_to_total50k/checkpoints/0000037000,20,1,2,1.0,2.0,2,1.0,0,0.5,,2,2,2.0,2.0,8.5,8.5,"[0, 0, 2576, 0, 0, 0, 0, 0]","[2576, 0, 2576, 0, 0, 0, 0, 0]","[0, 0, 2576, 0, 0, 0, 0, 0]","[None, None, 2.0, None, None, None, None, None]","[None, None, 8.5, None, None, None, None, None]"
phaseB_to_total50k_0000037000,/data1/pengfeigao/BP-MoE/blt1b_warmstart/natural_granularity_A3k_B47k_6gpu_c00000_c00005/phaseB_to_total50k/checkpoints/0000037000,21,1,2,1.0,2.0,5,1.0,3,0.5,,5,5,2.0,2.0,8.5,8.5,"[0, 0, 0, 0, 0, 2576, 0, 0]","[0, 0, 0, 2576, 0, 2576, 0, 0]","[0, 0, 0, 0, 0, 2576, 0, 0]","[None, None, None, None, None, 2.0, None, None]","[None, None, None, None, None, 8.5, None, None]"
phaseB_to_total50k_0000037000,/data1/pengfeigao/BP-MoE/blt1b_warmstart/natural_granularity_A3k_B47k_6gpu_c00000_c00005/phaseB_to_total50k/checkpoints/0000037000,22,1,2,1.0,2.0,5,1.0,3,0.5,,5,5,2.0,2.0,8.5,8.5,"[0, 0, 0, 0, 0, 2576, 0, 0]","[0, 0, 0, 2576, 0, 2576, 0, 0]","[0, 0, 0, 0, 0, 2576, 0, 0]","[None, None, None, None, None, 2.0, None, None]","[None, None, None, None, None, 8.5, None, None]"
phaseB_to_total50k_0000037000,/data1/pengfeigao/BP-MoE/blt1b_warmstart/natural_granularity_A3k_B47k_6gpu_c00000_c00005/phaseB_to_total50k/checkpoints/0000037000,23,1,2,1.0,2.0,1,1.0,1,0.5,,1,1,2.0,2.0,8.5,8.5,"[0, 2576, 0, 0, 0, 0, 0, 0]","[0, 2576, 0, 2576, 0, 0, 0, 0]","[0, 2576, 0, 0, 0, 0, 0, 0]","[None, 2.0, None, None, None, None, None, None]","[None, 8.5, None, None, None, None, None, None]"
phaseB_to_total50k_0000037000,/data1/pengfeigao/BP-MoE/blt1b_warmstart/natural_granularity_A3k_B47k_6gpu_c00000_c00005/phaseB_to_total50k/checkpoints/0000037000,24,2,2,1.9299001055737126,2.0,2,0.6327639751552795,2,0.5,1.0,6,2,0.7285677194595337,2.7378990650177,8.268499374389648,8.634355545043945,"[0, 0, 1630, 0, 0, 0, 946, 0]","[0, 0, 2576, 0, 0, 0, 2576, 0]","[0, 0, 1630, 0, 0, 0, 946, 0]","[None, None, 2.7378990650177, None, None, None, 0.7285677194595337, None]","[None, None, 8.634355545043945, None, None, None, 8.268499374389648, None]"
