layer,expert,param,init_norm,final_norm,delta_norm,relative_delta_norm
20,2,w3.weight,61.712158203125,60.00130081176758,4.586052417755127,0.07431359640121649
20,3,w1.weight,63.63045883178711,61.97679138183594,1.963448166847229,0.030857048697978926
20,3,w2.weight,121.42105102539062,118.27891540527344,3.292515277862549,0.0271165110996611
20,3,w3.weight,61.641239166259766,60.043521881103516,1.9182398319244385,0.031119423585085616
20,4,w1.weight,63.74259948730469,61.9085578918457,4.969413757324219,0.07796063852579271
20,4,w2.weight,121.4872055053711,118.27099609375,5.179732322692871,0.042636031515794696
20,4,w3.weight,61.712158203125,59.98372268676758,4.591972351074219,0.0744095245536497
20,5,w1.weight,63.63045883178711,61.97721481323242,2.0840022563934326,0.03275164590440325
20,5,w2.weight,121.42105102539062,118.27948760986328,3.3600800037384033,0.027672960951686556
20,5,w3.weight,61.641239166259766,60.044586181640625,2.040893793106079,0.0331092272107203
20,6,w1.weight,63.74259948730469,61.85560607910156,5.082858085632324,0.0797403640032687
20,6,w2.weight,121.4872055053711,118.2201156616211,5.178516387939453,0.04262602276838496
20,6,w3.weight,61.712158203125,59.9316520690918,4.612554550170898,0.07474304390698253
20,7,w1.weight,63.63045883178711,61.97779083251953,2.089353084564209,0.032835738149988365
20,7,w2.weight,121.42105102539062,118.28153228759766,3.380675792694092,0.027842583836530318
20,7,w3.weight,61.641239166259766,60.0464973449707,2.0583391189575195,0.033392241084020065
21,0,w1.weight,64.08554077148438,62.42724609375,1.64586341381073,0.02568228954608511
21,0,w2.weight,122.28352355957031,119.11934661865234,3.1402151584625244,0.025679789615587464
21,0,w3.weight,62.05982208251953,60.454307556152344,1.5936903953552246,0.02567990596615158
21,1,w1.weight,64.23748779296875,62.57694625854492,1.7062610387802124,0.026561764748324238
21,1,w2.weight,122.3886947631836,119.22445678710938,3.172607421875,0.025922389547611578
21,1,w3.weight,62.08522033691406,60.48051834106445,1.6558852195739746,0.0266711660293393
21,2,w1.weight,64.08554077148438,62.4273681640625,1.7300854921340942,0.026996502975658584
21,2,w2.weight,122.28352355957031,119.12068939208984,3.1840739250183105,0.02603845417871988
21,2,w3.weight,62.05982208251953,60.45463943481445,1.6840592622756958,0.02713606332993371
21,3,w1.weight,64.23748779296875,62.65784454345703,3.4512903690338135,0.05372704455935352
21,3,w2.weight,122.3886947631836,119.31623840332031,4.250129222869873,0.0347264854085881
21,3,w3.weight,62.08522033691406,60.5811882019043,3.3791539669036865,0.0544276713292823
21,4,w1.weight,64.08554077148438,62.21817398071289,5.216479301452637,0.08139869366248198
21,4,w2.weight,122.28352355957031,119.03988647460938,5.276880264282227,0.04315283131101105
21,4,w3.weight,62.05982208251953,60.313594818115234,4.773554801940918,0.07691860275708741
21,5,w1.weight,64.23748779296875,62.57758331298828,1.8485990762710571,0.02877757427608137
21,5,w2.weight,122.3886947631836,119.22588348388672,3.2482452392578125,0.026540402653553816
21,5,w3.weight,62.08522033691406,60.48225021362305,1.809287190437317,0.029141995157928726
21,6,w1.weight,64.08554077148438,62.20302963256836,5.248346328735352,0.0818959513418132
21,6,w2.weight,122.28352355957031,119.02548217773438,5.285560607910156,0.043223816701153994
21,6,w3.weight,62.05982208251953,60.301109313964844,4.791588306427002,0.07720918535756771
21,7,w1.weight,64.23748779296875,62.57806396484375,1.7032841444015503,0.026515422737125788
21,7,w2.weight,122.3886947631836,119.2255630493164,3.1944122314453125,0.0261005498720803
21,7,w3.weight,62.08522033691406,60.48147964477539,1.6637266874313354,0.026797467712973633
22,0,w1.weight,64.31165313720703,62.643150329589844,1.9153759479522705,0.029782719841858867
22,0,w2.weight,123.57839965820312,120.38513946533203,3.3082661628723145,0.026770585895450907
22,0,w3.weight,62.489933013916016,60.87472915649414,1.8695411682128906,0.029917477552688823
22,1,w1.weight,64.50501251220703,62.61713790893555,5.303861141204834,0.08222401538486704
22,1,w2.weight,123.34441375732422,120.0631103515625,5.23773717880249,0.04246432423853026
22,1,w3.weight,62.45835494995117,60.70307159423828,4.734264373779297,0.07579873625510725
22,2,w1.weight,64.31165313720703,62.645774841308594,1.7900357246398926,0.02783376942310713
22,2,w2.weight,123.57839965820312,120.38541412353516,3.238828420639038,0.02620869366812535
22,2,w3.weight,62.489933013916016,60.87422561645508,1.7406097650527954,0.02785424277323433
22,3,w1.weight,64.50501251220703,62.80460739135742,2.3325443267822266,0.036160667767342516
22,3,w2.weight,123.34441375732422,120.1469497680664,3.492239236831665,0.028312909603693072
22,3,w3.weight,62.45835494995117,60.825584411621094,2.239107608795166,0.035849609080952596
22,4,w1.weight,64.31165313720703,62.74019241333008,3.287374496459961,0.05111631152516625
22,4,w2.weight,123.57839965820312,120.49472045898438,4.1191792488098145,0.03333251814396959
22,4,w3.weight,62.489933013916016,60.98336410522461,3.1947131156921387,0.0511236444273456
22,5,w1.weight,64.50501251220703,62.697052001953125,5.276259422302246,0.0817961150120493
22,5,w2.weight,123.34441375732422,120.12754821777344,5.240734577178955,0.04248862528537266
22,5,w3.weight,62.45835494995117,60.76715087890625,4.78347110748291,0.07658656894367297
22,6,w1.weight,64.31165313720703,62.642417907714844,1.8182166814804077,0.028271963054677936
22,6,w2.weight,123.57839965820312,120.38398742675781,3.262756586074829,0.02640232107794755
22,6,w3.weight,62.489933013916016,60.87312316894531,1.7706042528152466,0.028334231890133704
22,7,w1.weight,64.50501251220703,62.82637023925781,1.8929095268249512,0.029345154013677693
22,7,w2.weight,123.34441375732422,120.1505355834961,3.328267812728882,0.026983531003496472
22,7,w3.weight,62.45835494995117,60.83721160888672,1.8640809059143066,0.029845180959504825
23,0,w1.weight,64.47015380859375,62.909767150878906,4.7229533195495605,0.07325798126015835
23,0,w2.weight,123.88460540771484,120.8572769165039,4.846612453460693,0.03912199128786049
23,0,w3.weight,62.886837005615234,61.447662353515625,4.35452938079834,0.06924389249231043
23,1,w1.weight,64.6877212524414,62.88435363769531,5.0279741287231445,0.07772687043807876
23,1,w2.weight,123.91207885742188,120.67330169677734,5.0636725425720215,0.04086504390260809
23,1,w3.weight,62.827491760253906,61.1348876953125,4.5347065925598145,0.07217710695604278
23,2,w1.weight,64.47015380859375,62.801597595214844,2.2341558933258057,0.034654111419662265
23,2,w2.weight,123.88460540771484,120.69385528564453,3.453320026397705,0.027875295845133506
23,2,w3.weight,62.886837005615234,61.27933120727539,2.1553430557250977,0.03427335764291358
23,3,w1.weight,64.6877212524414,62.84855651855469,5.292020320892334,0.08180872997891427
23,3,w2.weight,123.91207885742188,120.64004516601562,5.230563640594482,0.04221189482756506
23,3,w3.weight,62.827491760253906,61.10553741455078,4.739742279052734,0.07544057778303871
23,4,w1.weight,64.47015380859375,62.81394958496094,2.9429585933685303,0.04564838796733558
23,4,w2.weight,123.88460540771484,120.71969604492188,3.8513481616973877,0.031088190086429546
23,4,w3.weight,62.886837005615234,61.312828063964844,2.820981979370117,0.044858067501760086
23,5,w1.weight,64.6877212524414,62.97331237792969,2.740954637527466,0.0423721006778234
23,5,w2.weight,123.91207885742188,120.70075225830078,3.683764696121216,0.029728858801246254
23,5,w3.weight,62.827491760253906,61.20365905761719,2.577129364013672,0.04101913496479866
23,6,w1.weight,64.47015380859375,62.79954147338867,2.5586395263671875,0.039687194387088405
23,6,w2.weight,123.88460540771484,120.7105484008789,3.574775457382202,0.028855687481243383
23,6,w3.weight,62.886837005615234,61.29463577270508,2.4255917072296143,0.038570737895642485
23,7,w1.weight,64.6877212524414,62.99306106567383,2.3578031063079834,0.03644900547828403
23,7,w2.weight,123.91207885742188,120.70731353759766,3.5082123279571533,0.028312109362589363
23,7,w3.weight,62.827491760253906,61.20730209350586,2.2504100799560547,0.035818875096008194
24,0,w1.weight,64.45841979980469,62.790916442871094,1.6554518938064575,0.025682477152681425
24,0,w2.weight,125.31122589111328,122.06893157958984,3.2180516719818115,0.025680473948743017
24,0,w3.weight,63.32537841796875,61.68688201904297,1.6262959241867065,0.025681582405281213
24,1,w1.weight,64.38404846191406,62.71835708618164,1.653491497039795,0.02568169502447304
24,1,w2.weight,125.20339965820312,121.9637451171875,3.215268135070801,0.025680358072130958
24,1,w3.weight,63.300662994384766,61.662811279296875,1.6255806684494019,0.025680310308812675
24,2,w1.weight,64.45841979980469,62.71208190917969,4.884886741638184,0.075783532342394
24,2,w2.weight,125.31122589111328,122.02307891845703,5.119199275970459,0.04085188090346068
24,2,w3.weight,63.32537841796875,61.65398406982422,4.5030670166015625,0.07110998985082628
24,3,w1.weight,64.38404846191406,62.72468948364258,1.9682458639144897,0.030570396098635544
24,3,w2.weight,125.20339965820312,121.96916961669922,3.3785135746002197,0.026984199980378393
24,3,w3.weight,63.300662994384766,61.6721305847168,1.954085111618042,0.03086989960581223
24,4,w1.weight,64.45841979980469,62.790916442871094,1.6554518938064575,0.025682477152681425
24,4,w2.weight,125.31122589111328,122.06893157958984,3.2180516719818115,0.025680473948743017
24,4,w3.weight,63.32537841796875,61.68688201904297,1.6262959241867065,0.025681582405281213
24,5,w1.weight,64.38404846191406,62.71835708618164,1.653491497039795,0.02568169502447304
24,5,w2.weight,125.20339965820312,121.9637451171875,3.215268135070801,0.025680358072130958
24,5,w3.weight,63.300662994384766,61.662811279296875,1.6255806684494019,0.025680310308812675
24,6,w1.weight,64.45841979980469,62.71494674682617,4.8649797439575195,0.07547469762782155
24,6,w2.weight,125.31122589111328,122.0260009765625,5.101810455322266,0.04071311583652803
24,6,w3.weight,63.32537841796875,61.65576171875,4.4882941246032715,0.07087670435980584
24,7,w1.weight,64.38404846191406,62.71835708618164,1.653491497039795,0.02568169502447304
24,7,w2.weight,125.20339965820312,121.9637451171875,3.215268135070801,0.025680358072130958
24,7,w3.weight,63.300662994384766,61.662811279296875,1.6255806684494019,0.025680310308812675
3,0,w1.weight,63.91898727416992,62.283504486083984,2.1624879837036133,0.033831699717455546
3,0,w2.weight,108.20995330810547,105.42456817626953,3.1156821250915527,0.028792934751762284
3,0,w3.weight,54.51923370361328,53.13075637817383,1.991230845451355,0.0365234562223744
3,1,w1.weight,63.59687805175781,61.938541412353516,3.987323760986328,0.06269684744180702
3,1,w2.weight,108.09424591064453,105.23760986328125,4.605463027954102,0.04260599617634724
3,1,w3.weight,54.52945327758789,53.10817337036133,3.8264691829681396,0.07017252059156044
3,2,w1.weight,63.91898727416992,62.28107452392578,2.123577117919922,0.03322294686571231
3,2,w2.weight,108.20995330810547,105.4232406616211,3.0847537517547607,0.02850711655859913
3,2,w3.weight,54.51923370361328,53.128509521484375,1.9479749202728271,0.035730049524589864
3,3,w1.weight,63.59687805175781,61.78580856323242,4.004108428955078,0.06296077027077183
3,3,w2.weight,108.09424591064453,105.10621643066406,4.6412763595581055,0.04293731197676097
3,3,w3.weight,54.52945327758789,52.96907424926758,3.8411643505096436,0.07044201105328754
3,4,w1.weight,63.91898727416992,62.469261169433594,3.6323230266571045,0.05682698023791896
3,4,w2.weight,108.20995330810547,105.57298278808594,4.230705738067627,0.03909719585611065
3,4,w3.weight,54.51923370361328,53.32228469848633,3.51094913482666,0.0643983580897966
3,5,w1.weight,63.59687805175781,61.954647064208984,2.3755204677581787,0.0373527842958713
3,5,w2.weight,108.09424591064453,105.29087829589844,3.2851755619049072,0.030391770942373268
3,5,w3.weight,54.52945327758789,53.12660217285156,2.23748779296875,0.041032646734573755
3,6,w1.weight,63.91898727416992,62.448062896728516,3.9261906147003174,0.06142448092707587
3,6,w2.weight,108.20995330810547,105.55389404296875,4.489628791809082,0.041489979937665726
3,6,w3.weight,54.51923370361328,53.30513000488281,3.781846761703491,0.06936720318306269
3,7,w1.weight,63.59687805175781,61.95327377319336,2.2836034297943115,0.035907476903752775
3,7,w2.weight,108.09424591064453,105.2933578491211,3.2136223316192627,0.029729818683186478
3,7,w3.weight,54.52945327758789,53.12461471557617,2.141681671142578,0.039275685751699804
4,0,w1.weight,62.82585906982422,61.20042419433594,1.6133977174758911,0.025680472043887955
4,0,w2.weight,108.96360778808594,106.14545440673828,2.7977163791656494,0.025675695178950617
4,0,w3.weight,55.37008285522461,53.938167572021484,1.4217478036880493,0.025677183966031764
4,1,w1.weight,62.789180755615234,61.16504669189453,1.7279003858566284,0.027519078367686377
4,1,w2.weight,109.1421127319336,106.31867218017578,2.872053861618042,0.0263148091028083
4,1,w3.weight,55.39691925048828,53.964542388916016,1.5526396036148071,0.028027544214042077
4,2,w1.weight,62.82585906982422,61.19308090209961,3.9806177616119385,0.06335954367433073
4,2,w2.weight,108.96360778808594,106.10623168945312,4.601643085479736,0.04223100885599382
4,2,w3.weight,55.37008285522461,53.94165802001953,3.845477819442749,0.0694504617140884
4,3,w1.weight,62.789180755615234,61.166072845458984,1.7162177562713623,0.027333017179362602
4,3,w2.weight,109.1421127319336,106.31969451904297,2.8650760650634766,0.026250875975806227
4,3,w3.weight,55.39691925048828,53.96498107910156,1.5406163930892944,0.02781050668401
4,4,w1.weight,62.82585906982422,61.20042419433594,1.6133977174758911,0.025680472043887955
4,4,w2.weight,108.96360778808594,106.14545440673828,2.7977163791656494,0.025675695178950617
4,4,w3.weight,55.37008285522461,53.938167572021484,1.4217478036880493,0.025677183966031764
4,5,w1.weight,62.789180755615234,61.056304931640625,4.060549259185791,0.06466956902957507
4,5,w2.weight,109.1421127319336,106.18626403808594,4.693023681640625,0.04299920135472568
4,5,w3.weight,55.39691925048828,53.86878967285156,3.9297070503234863,0.07093728502400028
4,6,w1.weight,62.82585906982422,61.1536865234375,4.018882751464844,0.06396860800579299
4,6,w2.weight,108.96360778808594,106.0694808959961,4.6571364402771,0.04274029223898612
4,6,w3.weight,55.37008285522461,53.90348815917969,3.888123035430908,0.07022064687165196
4,7,w1.weight,62.789180755615234,61.157859802246094,4.007819175720215,0.06382977333816753
4,7,w2.weight,109.1421127319336,106.27061462402344,4.625723361968994,0.04238257118341016
4,7,w3.weight,55.39691925048828,53.96062469482422,3.874699354171753,0.06994431110241804
5,0,w1.weight,60.372169494628906,58.70098114013672,3.0633888244628906,0.05074173828945104
5,0,w2.weight,110.77833557128906,107.8017349243164,3.914093255996704,0.03533265990874034
5,0,w3.weight,56.361114501953125,54.802371978759766,3.001476287841797,0.05325438140045529
5,1,w1.weight,61.057861328125,59.507102966308594,2.5062053203582764,0.04104639870842979
5,1,w2.weight,110.87632751464844,108.0236587524414,3.490605354309082,0.031481971242670256
5,1,w3.weight,56.396156311035156,54.969566345214844,2.454071044921875,0.04351486351990336
5,2,w1.weight,60.372169494628906,58.81319046020508,2.0957553386688232,0.034713931207246744
5,2,w2.weight,110.77833557128906,107.91111755371094,3.1791985034942627,0.0286987386757434
5,2,w3.weight,56.361114501953125,54.90788650512695,2.0273396968841553,0.03597053952532937
5,3,w1.weight,61.057861328125,59.595054626464844,3.5859272480010986,0.058729984477023586
5,3,w2.weight,110.87632751464844,108.07994842529297,4.269502639770508,0.03850689083480334
5,3,w3.weight,56.396156311035156,55.05712127685547,3.4961037635803223,0.06199188016109832
5,4,w1.weight,60.372169494628906,58.81249237060547,1.730503797531128,0.028663932603665267
5,4,w2.weight,110.77833557128906,107.91334533691406,2.948219060897827,0.02661367898058494
5,4,w3.weight,56.361114501953125,54.90481948852539,1.6462336778640747,0.029208678579395325
5,5,w1.weight,61.057861328125,59.61458969116211,3.774486780166626,0.061818195037694965
5,5,w2.weight,110.87632751464844,108.09282684326172,4.454849720001221,0.040178546853588994
5,5,w3.weight,56.396156311035156,55.07634735107422,3.6842899322509766,0.06532874176621853
5,6,w1.weight,60.372169494628906,58.94565963745117,3.861001491546631,0.06395333352878872
5,6,w2.weight,110.77833557128906,107.99114990234375,4.4824395179748535,0.040463141956941874
5,6,w3.weight,56.361114501953125,55.03514099121094,3.742673397064209,0.06640524109817673
5,7,w1.weight,61.057861328125,59.479644775390625,1.589701771736145,0.026035988440424734
5,7,w2.weight,110.87632751464844,108.00978088378906,2.859999895095825,0.02579450419403502
5,7,w3.weight,56.396156311035156,54.93795394897461,1.4725500345230103,0.02611082263127296
6,0,w1.weight,60.32591247558594,58.780006408691406,1.9966645240783691,0.03309795811022986
6,0,w2.weight,110.03812408447266,107.20121765136719,3.0923941135406494,0.028102933771996075
6,0,w3.weight,55.376407623291016,53.960227966308594,1.8987656831741333,0.034288350665338
6,1,w1.weight,59.80429458618164,58.25700378417969,1.5358238220214844,0.025680828319247923
6,1,w2.weight,110.3693618774414,107.51434326171875,2.833908796310425,0.0256765894819369
6,1,w3.weight,55.28043746948242,53.85054016113281,1.4194172620773315,0.025676664785095008
6,2,w1.weight,60.32591247558594,58.76511764526367,1.549153447151184,0.02567973501897887
6,2,w2.weight,110.03812408447266,107.1922378540039,2.8254082202911377,0.025676630202475452
6,2,w3.weight,55.376407623291016,53.94390106201172,1.421878457069397,0.025676610637908857
6,3,w1.weight,59.80429458618164,58.25700378417969,1.5358238220214844,0.025680828319247923
6,3,w2.weight,110.3693618774414,107.51434326171875,2.833908796310425,0.0256765894819369
6,3,w3.weight,55.28043746948242,53.85054016113281,1.4194172620773315,0.025676664785095008
6,4,w1.weight,60.32591247558594,58.77852249145508,1.996204137802124,0.03309032645979388
6,4,w2.weight,110.03812408447266,107.19908905029297,3.1095428466796875,0.028258777333322816
6,4,w3.weight,55.376407623291016,53.959136962890625,1.9121999740600586,0.03453095020298433
6,5,w1.weight,59.80429458618164,58.47751235961914,3.817838191986084,0.06383886338604466
6,5,w2.weight,110.3693618774414,107.67353820800781,4.39964485168457,0.03986291826684722
6,5,w3.weight,55.28043746948242,54.073219299316406,3.661264181137085,0.06623073819121313
6,6,w1.weight,60.32591247558594,58.98237609863281,3.830256938934326,0.06349273109601745
6,6,w2.weight,110.03812408447266,107.35131072998047,4.386403560638428,0.03986258032962367
6,6,w3.weight,55.376407623291016,54.163883209228516,3.6589198112487793,0.06607362175132847
6,7,w1.weight,59.80429458618164,58.25700378417969,1.5358238220214844,0.025680828319247923
6,7,w2.weight,110.3693618774414,107.51434326171875,2.833908796310425,0.0256765894819369
6,7,w3.weight,55.28043746948242,53.85054016113281,1.4194172620773315,0.025676664785095008
7,0,w1.weight,60.7379035949707,59.16192626953125,2.1133172512054443,0.03479404335878986
7,0,w2.weight,111.24674987792969,108.3600845336914,3.2011287212371826,0.02877503140316217
7,0,w3.weight,56.98563003540039,55.50782012939453,2.0475990772247314,0.035931849414540015
7,1,w1.weight,60.62303924560547,59.0545539855957,2.095747947692871,0.034570156392229316
7,1,w2.weight,111.64742279052734,108.75495910644531,3.200227975845337,0.028663697699942158
7,1,w3.weight,57.09785842895508,55.62258529663086,2.0344691276550293,0.03563126855600748
7,2,w1.weight,60.7379035949707,59.194801330566406,3.1127209663391113,0.05124840967670151
7,2,w2.weight,111.24674987792969,108.37150573730469,3.9198312759399414,0.03523546782482285
7,2,w3.weight,56.98563003540039,55.54390335083008,3.045395612716675,0.05344146604722581
7,3,w1.weight,60.62303924560547,59.06532669067383,3.260585069656372,0.05378458602919147
7,3,w2.weight,111.64742279052734,108.75025177001953,4.0444135665893555,0.036224871703285436
7,3,w3.weight,57.09785842895508,55.6392936706543,3.1906559467315674,0.055880483691022075
7,4,w1.weight,60.7379035949707,59.19100570678711,2.7762725353240967,0.0457090609158584
7,4,w2.weight,111.24674987792969,108.37638092041016,3.6733341217041016,0.033019698334870846
7,4,w3.weight,56.98563003540039,55.53879928588867,2.725947618484497,0.047835702032092066
7,5,w1.weight,60.62303924560547,59.067195892333984,2.399658203125,0.039583271195017006
7,5,w2.weight,111.64742279052734,108.76338195800781,3.4218244552612305,0.030648485829191236
7,5,w3.weight,57.09785842895508,55.636600494384766,2.3575522899627686,0.041289679767869916
7,6,w1.weight,60.7379035949707,59.40530776977539,3.906200885772705,0.06431240880194104
7,6,w2.weight,111.24674987792969,108.5387191772461,4.475606918334961,0.04023134988883697
7,6,w3.weight,56.98563003540039,55.742835998535156,3.778024435043335,0.06629784443369845
7,7,w1.weight,60.62303924560547,59.127323150634766,3.787123680114746,0.062470039893112256
7,7,w2.weight,111.64742279052734,108.78429412841797,4.436161518096924,0.03973366699578906
7,7,w3.weight,57.09785842895508,55.69550323486328,3.655780553817749,0.06402657918188732
8,0,w1.weight,60.02721405029297,58.47414779663086,1.5918713808059692,0.026519161450208488
8,0,w2.weight,111.68272399902344,108.79367065429688,2.89676570892334,0.025937455724563484
8,0,w3.weight,57.15248489379883,55.6732292175293,1.5212160348892212,0.026616796062602168
8,1,w1.weight,60.426456451416016,58.81972122192383,4.0224928855896,0.06656840598991091
8,1,w2.weight,111.68582153320312,108.71491241455078,4.676090240478516,0.041868253071750176
8,1,w3.weight,57.090492248535156,55.573036193847656,3.8972980976104736,0.06826527402573593
8,2,w1.weight,60.02721405029297,58.76669692993164,3.9320566654205322,0.06550456701398881
8,2,w2.weight,111.68272399902344,109.00743865966797,4.531848430633545,0.040577882311261776
8,2,w3.weight,57.15248489379883,55.9526252746582,3.834747552871704,0.0670967773316837
8,3,w1.weight,60.426456451416016,58.726890563964844,4.067469120025635,0.06731271960810556
8,3,w2.weight,111.68582153320312,108.63685607910156,4.719093322753906,0.042253289253470036
8,3,w3.weight,57.090492248535156,55.485443115234375,3.9432997703552246,0.0690710416926968
8,4,w1.weight,60.02721405029297,58.47506332397461,1.60696542263031,0.02677061476289587
8,4,w2.weight,111.68272399902344,108.7942886352539,2.904811143875122,0.026009494036879834
8,4,w3.weight,57.15248489379883,55.6740837097168,1.5370628833770752,0.026894069194598098
8,5,w1.weight,60.426456451416016,58.99795913696289,3.769860029220581,0.06238757409598485
8,5,w2.weight,111.68582153320312,108.88326263427734,4.464200973510742,0.03997106268483272
8,5,w3.weight,57.090492248535156,55.7518424987793,3.7154781818389893,0.06508050702495488
8,6,w1.weight,60.02721405029297,58.47479248046875,1.654542326927185,0.027563203675268388
8,6,w2.weight,111.68272399902344,108.79346466064453,2.931881904602051,0.026251883904870203
8,6,w3.weight,57.15248489379883,55.67401123046875,1.5875706672668457,0.027777806515619636
8,7,w1.weight,60.426456451416016,58.865997314453125,1.8020261526107788,0.029821807506776623
8,7,w2.weight,111.68582153320312,108.79816436767578,3.0271003246307373,0.02710371185057525
8,7,w3.weight,57.090492248535156,55.61670684814453,1.7322354316711426,0.030341924958889425
9,0,w1.weight,59.91319274902344,58.36476135253906,1.5768895149230957,0.026319570741767422
9,0,w2.weight,111.63710021972656,108.7509536743164,2.89355731010437,0.02591931628830543
9,0,w3.weight,57.24081802368164,55.76142501831055,1.5114691257476807,0.026405442443578113
9,1,w1.weight,59.6969108581543,58.24031066894531,3.8321292400360107,0.06419309114907906
9,1,w2.weight,112.3509750366211,109.4809799194336,4.503910541534424,0.040087863412545575
9,1,w3.weight,57.32242202758789,55.92607498168945,3.725301742553711,0.06498856138285204
9,2,w1.weight,59.91319274902344,58.68323516845703,3.930708885192871,0.0656067337565961
9,2,w2.weight,111.63710021972656,108.98194885253906,4.475386619567871,0.04008870358294221
9,2,w3.weight,57.24081802368164,56.06309509277344,3.805837869644165,0.06648818100519718
9,3,w1.weight,59.6969108581543,58.152740478515625,1.5330146551132202,0.025679966234028212
9,3,w2.weight,112.3509750366211,109.44489288330078,2.884809732437134,0.02567676632531936
9,3,w3.weight,57.32242202758789,55.83936309814453,1.4718948602676392,0.025677471540878474
9,4,w1.weight,59.91319274902344,58.363040924072266,1.5386459827423096,0.02568125503155335
9,4,w2.weight,111.63710021972656,108.74920654296875,2.866495132446289,0.025676904244237495
9,4,w3.weight,57.24081802368164,55.76014709472656,1.4698634147644043,0.025678588558190545
9,5,w1.weight,59.6969108581543,58.16554260253906,3.883542776107788,0.06505433397274778
9,5,w2.weight,112.3509750366211,109.4233627319336,4.568533897399902,0.0406630551796345
9,5,w3.weight,57.32242202758789,55.85946273803711,3.789668560028076,0.0661114521330612
9,6,w1.weight,59.91319274902344,58.36609649658203,1.6742557287216187,0.027944692177147918
9,6,w2.weight,111.63710021972656,108.75112915039062,2.9426419734954834,0.026358996854125426
9,6,w3.weight,57.24081802368164,55.76301956176758,1.6133058071136475,0.028184534442644814
9,7,w1.weight,59.6969108581543,58.153194427490234,1.5359892845153809,0.02572979510053738
9,7,w2.weight,112.3509750366211,109.44664001464844,2.888411045074463,0.02570882045423239
9,7,w3.weight,57.32242202758789,55.83999252319336,1.4753769636154175,0.025738217462362784
